날짜,종가
2015-03-10,11.83
2015-03-09,11.68
2015-03-06,10.78
2015-03-05,10.9
2015-03-04,10.84
2015-03-03,10.82
2015-03-02,11.13
2015-02-27,11.11
2015-02-26,11.35
2015-02-25,11.43
2015-02-24,11.78
2015-02-23,11.86
2015-02-17,11.69
2015-02-16,11.64
2015-02-13,11.58
2015-02-12,12.74
2015-02-11,12.98
2015-02-10,13.12
2015-02-09,12.98
2015-02-06,13.06
2015-02-05,13.34
2015-02-04,13.14
2015-02-03,13.67
2015-02-02,14.11
2015-01-30,13.67
2015-01-29,13.84
2015-01-28,13.5
2015-01-27,13.25
2015-01-26,13.77
2015-01-23,13.2
2015-01-22,13.9
2015-01-21,13.85
2015-01-20,13.85
2015-01-19,14.08
2015-01-16,14.61
2015-01-15,13.61
2015-01-14,13.86
2015-01-13,13.34
2015-01-12,13.36
2015-01-09,12.87
2015-01-08,13.36
2015-01-07,13.72
2015-01-06,13.88
2015-01-05,12.41
2015-01-02,12.5
